Actor1Geo_CountryCode,Actor2Geo_CountryCode,ActionGeo_CountryCode,Event Code,Reason,AC1_lat,AC1_lon,AC2_lat,AC2_lon,AC_lat,AC_lon,Source Url,Source City,Keyword
SY,SY,SY,025,"Appeal to yield
",33.5,36.3,33.5,36.3,33.5,36.3,http://reliefweb.int/report/syrian-arab-republic/crisis-syria-what-oxfam-doing,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria","Syria,Syria,Syria,help,aid,agency,Syria,conflict,conflict,humanitarian,suffering,Syria,conflict,flee,Syria,refugee,Syria,Syria,help,sanitation,Syria,refugee,help,aid,Syria,humanitarian,"
SY,SY,SY,040,"Consult, not specified below
",33.5,36.3,33.5,36.3,33.5,36.3,http://www.kuna.net.kw/ArticleDetails.aspx?id=2355010&language=en,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria","Syria,humanitarian,aid,"
US,SY,US,070,"Provide aid, not specified below
",31.106,-97.6475,36.2028,37.1586,31.106,-97.6475,http://www.aina.org/news/20140112153719.htm,"Texas, United States","Aleppo, ?alab, Syria","flee,Syria,humanitarian,Syria,asylum,Syria,humanitarian,refugee,humanitarian,help,suffering,Syria,conflict,refugee,billion,humanitarian,aid,refugee,refugee,refugee,Syria,aid,refugee,humanitarian,refugee,"
SY,SY,SY,040,"Consult, not specified below
",33.5,36.3,33.5,36.3,33.5,36.3,http://www.kuna.net.kw/ArticleDetails.aspx?id=2355010&language=en,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria","Syria,humanitarian,aid,"
SY,SY,SY,075,"Grant asylum
",36.2028,37.1586,36.2028,37.1586,36.2028,37.1586,http://www.aina.org/news/20140112153719.htm,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria","flee,Syria,humanitarian,Syria,asylum,Syria,humanitarian,refugee,humanitarian,help,suffering,Syria,conflict,refugee,billion,humanitarian,aid,refugee,refugee,refugee,Syria,aid,refugee,humanitarian,refugee,"
US,US,US,075,"Grant asylum
",42.1497,-74.9384,42.1497,-74.9384,42.1497,-74.9384,http://www.aina.org/news/20140112153719.htm,"New York, United States","New York, United States","flee,Syria,humanitarian,Syria,asylum,Syria,humanitarian,refugee,humanitarian,help,suffering,Syria,conflict,refugee,billion,humanitarian,aid,refugee,refugee,refugee,Syria,aid,refugee,humanitarian,refugee,"
SY,SY,SY,0233,"Appeal for humanitarian aid
",36.187,36.7234,36.187,36.7234,36.187,36.7234,http://www.theguardian.com/world/2014/jan/12/syria-refugees-bab-al-hawa-turkey,"Sarmada, Idlib, Syria","Sarmada, Idlib, Syria","border,Syria,Syria,refugee,border,Syria,border,refugee,border,town,force,force,refugee,"
SY,SY,SY,040,"Consult, not specified below
",33.5,36.3,33.5,36.3,33.5,36.3,http://www.kuna.net.kw/ArticleDetails.aspx?id=2355010&language=en,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria","Syria,humanitarian,aid,"
SY,US,US,070,"Provide aid, not specified below
",36.2028,37.1586,31.106,-97.6475,31.106,-97.6475,http://www.aina.org/news/20140112153719.htm,"Aleppo, ?alab, Syria","Texas, United States","flee,Syria,humanitarian,Syria,asylum,Syria,humanitarian,refugee,humanitarian,help,suffering,Syria,conflict,refugee,billion,humanitarian,aid,refugee,refugee,refugee,Syria,aid,refugee,humanitarian,refugee,"
SY,SY,SY,180,"Use unconventional violence, not specified below
",35,38,35,38,35,38,http://www.naharnet.com/stories/en/113309,Syria,Syria,"town,refugee,others,"
SY,SY,SY,020,"Appeal, not specified below
",35,38,35,38,35,38,http://reliefweb.int/report/syrian-arab-republic/kuwaiti-charities-launch-appeal-raise-usd-142-mln-syrian-refugee-housing,Syria,Syria,"suffering,infrastructure,"
KU,KU,KU,075,"Grant asylum
",29.3697,47.9783,29.3697,47.9783,29.3697,47.9783,http://www.kuna.net.kw/ArticleDetails.aspx?id=2354931&language=en,"Kuwait City, Kuwait (general), Kuwait","Kuwait City, Kuwait (general), Kuwait","donors,humanitarian,Syria,humanitarian,aid,"
SY,SY,SY,040,"Consult, not specified below
",33.5,36.3,33.5,36.3,33.5,36.3,http://www.kuna.net.kw/ArticleDetails.aspx?id=2355010&language=en,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria","Syria,humanitarian,aid,"
SY,SY,SY,180,"Use unconventional violence, not specified below
",35,38,35,38,35,38,http://www.naharnet.com/stories/en/113309,Syria,Syria,"town,refugee,others,"
SY,KU,SY,020,"Appeal, not specified below
",35,38,29.3375,47.6581,35,38,http://reliefweb.int/report/syrian-arab-republic/kuwaiti-charities-launch-appeal-raise-usd-142-mln-syrian-refugee-housing,Syria,Kuwait,"suffering,infrastructure,"
SY,LE,SY,042,"Make a visit
",36.2028,37.1586,33.2092,35.515,36.2028,37.1586,http://www.aina.org/news/20140112153719.htm,"Aleppo, ?alab, Syria","Houla, Nabatî, Lebanon","flee,Syria,humanitarian,Syria,asylum,Syria,humanitarian,refugee,humanitarian,help,suffering,Syria,conflict,refugee,billion,humanitarian,aid,refugee,refugee,refugee,Syria,aid,refugee,humanitarian,refugee,"
SY,QA,JO,036,"Express intent to meet or negotiate
",35,38,25.5,51.25,31,36,http://www.menafn.com/1093754139/EU-Grants-40-Million-Euro-For-Syrian-Refugee-Crisis,Syria,Qatar,"help,refugee,help,help,refugee,sanitation,agency,help,refugee,help,"
TU,TU,SY,0233,"Appeal for humanitarian aid
",39.9272,32.8644,39.9272,32.8644,32.6189,36.1021,http://www.focus-fen.net/index.php?id=f3502,"Ankara, Ankara, Turkey","Ankara, Ankara, Turkey","elections,elections,regional,"
US,TU,TU,0233,"Appeal for humanitarian aid
",38,-97,39.9272,32.8644,39.9272,32.8644,http://www.focus-fen.net/index.php?id=f3502,United States,"Ankara, Ankara, Turkey","elections,elections,regional,"
SY,US,SY,042,"Make a visit
",36.2028,37.1586,42.1497,-74.9384,36.2028,37.1586,http://www.aina.org/news/20140112153719.htm,"Aleppo, ?alab, Syria","New York, United States","flee,Syria,humanitarian,Syria,asylum,Syria,humanitarian,refugee,humanitarian,help,suffering,Syria,conflict,refugee,billion,humanitarian,aid,refugee,refugee,refugee,Syria,aid,refugee,humanitarian,refugee,"
US,SY,SY,043,"Host a visit
",42.1497,-74.9384,36.2028,37.1586,36.2028,37.1586,http://www.aina.org/news/20140112153719.htm,"New York, United States","Aleppo, ?alab, Syria","flee,Syria,humanitarian,Syria,asylum,Syria,humanitarian,refugee,humanitarian,help,suffering,Syria,conflict,refugee,billion,humanitarian,aid,refugee,refugee,refugee,Syria,aid,refugee,humanitarian,refugee,"
SY,SY,SY,070,"Provide aid, not specified below
",36.2028,37.1586,36.2028,37.1586,36.2028,37.1586,http://www.aina.org/news/20140112153719.htm,"Aleppo, ?alab, Syria","Aleppo, ?alab, Syria","flee,Syria,humanitarian,Syria,asylum,Syria,humanitarian,refugee,humanitarian,help,suffering,Syria,conflict,refugee,billion,humanitarian,aid,refugee,refugee,refugee,Syria,aid,refugee,humanitarian,refugee,"
US,SY,US,070,"Provide aid, not specified below
",34.0522,-118.244,36.2028,37.1586,34.0522,-118.244,http://www.aina.org/news/20140112153719.htm,"Los Angeles, California, United States","Aleppo, ?alab, Syria","flee,Syria,humanitarian,Syria,asylum,Syria,humanitarian,refugee,humanitarian,help,suffering,Syria,conflict,refugee,billion,humanitarian,aid,refugee,refugee,refugee,Syria,aid,refugee,humanitarian,refugee,"
UK,SY,UK,0333,"Express intent to provide humanitarian aid
",54.5833,-5.93333,35,38,54.5833,-5.93333,http://www.belfasttelegraph.co.uk/news/local-national/uk/stars-plead-for-uk-to-take-refugees-29913286.html,"Belfast, Belfast, United Kingdom",Syria,"Refugees,help,refugee,humanitarian,Syria,asylum,aid,Syria,Syria,"
UK,SY,UK,0333,"Express intent to provide humanitarian aid
",51.5,-0.116667,35,38,51.5,-0.116667,http://www.standard.co.uk/showbiz/celebrity-news/stars-call-on-prime-minister-to-save-syrian-refugees-from-bloodshed-9057354.html,"London, London, City of, United Kingdom",Syria,"Refugees,help,refugee,humanitarian,Syria,asylum,aid,Syria,Syria,"
UK,SY,UK,0333,"Express intent to provide humanitarian aid
",54,-2,35,38,54,-2,http://www.herefordtimes.com/uk_national_news/10934128.Stars_plead_for_UK_to_take_refugees/,United Kingdom,Syria,"Refugees,help,refugee,humanitarian,Syria,asylum,aid,Syria,Syria,"
SY,SY,SY,012,"Make pessimistic comment
",35,38,35,38,35,38,http://www.ekurd.net/mismas/articles/misc2014/1/kurdlocal1487.htm,Syria,Syria,"regional,regional,force,force,Refugees,agency,"
US,US,US,090,"Investigate, not specified below
",38.8951,-77.0364,38.8951,-77.0364,38.8951,-77.0364,http://middleeastvoices.voanews.com/2014/01/quicktake-syria-extremists-restricting-womens-rights-97572/,"Washington, District of Columbia, United States","Washington, District of Columbia, United States","Syria,affect,Syria,"
SY,SY,SY,090,"Investigate, not specified below
",35,38,35,38,35,38,http://middleeastvoices.voanews.com/2014/01/quicktake-syria-extremists-restricting-womens-rights-97572/,Syria,Syria,"Syria,affect,Syria,"
SY,SY,SY,043,"Host a visit
",35,38,35,38,35,38,http://reliefweb.int/report/lebanon/bringing-learning-syrian-refugee-children-lebanon,Syria,Syria,"refugee,others,activities,refugee,activities,refugee,refugee,conflict,humanitarian,"
NL,NL,NL,020,"Appeal, not specified below
",52.5,5.75,52.5,5.75,52.5,5.75,http://www.theguardian.com/global-development/2014/jan/13/open-thread-stories-forced-migration-displacement,Netherlands,Netherlands,"flee,"
UK,SY,SY,020,"Appeal, not specified below
",51.5,-0.116667,35,38,35,38,http://www.standard.co.uk/showbiz/celebrity-news/stars-call-on-prime-minister-to-save-syrian-refugees-from-bloodshed-9057354.html,"London, London, City of, United Kingdom",Syria,"Refugees,help,refugee,humanitarian,Syria,asylum,aid,Syria,Syria,"
SY,UK,UK,020,"Appeal, not specified below
",35,38,54.5833,-5.93333,54.5833,-5.93333,http://www.belfasttelegraph.co.uk/news/local-national/uk/stars-plead-for-uk-to-take-refugees-29913286.html,Syria,"Belfast, Belfast, United Kingdom","Refugees,help,refugee,humanitarian,Syria,asylum,aid,Syria,Syria,"
SY,UK,UK,020,"Appeal, not specified below
",35,38,54,-2,54,-2,http://www.herefordtimes.com/uk_national_news/10934128.Stars_plead_for_UK_to_take_refugees/,Syria,United Kingdom,"Refugees,help,refugee,humanitarian,Syria,asylum,aid,Syria,Syria,"
SY,SY,SY,080,"Yield, not specified below 
",33.5,36.3,33.5,36.3,33.5,36.3,http://www.chinadaily.com.cn/world/2014-01/13/content_17232181.htm,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria","aid,humanitarian,aid,aid,Syria,humanitarian,"
SY,SY,SY,192,"Occupy territory
",33.8,36.4333,33.8,36.4333,33.8,36.4333,http://www.unhcr.org/52d40b4d6.html,"Qalamoun, Rif Dimashq, Syria","Qalamoun, Rif Dimashq, Syria","town,town,town,refugee,town,Syria,"
IZ,SY,IZ,043,"Host a visit
",33.3386,44.3939,35,38,33.3386,44.3939,http://www.almanar.com.lb/english/adetails.php?eid=129963&cid=23&fromval=1,"Baghdad, Baghdad, Iraq",Syria,"Syria,"
KU,SY,IZ,043,"Host a visit
",29.3375,47.6581,35,38,33.3386,44.3939,http://www.almanar.com.lb/english/adetails.php?eid=129963&cid=23&fromval=1,Kuwait,Syria,"Syria,"
IT,SY,IT,043,"Host a visit
",35.5,12.6,35,38,35.5,12.6,http://www.theguardian.com/world/2014/jan/13/lampedusa-sea-disaster-survivors-released-un-italy,"Lampedusa, Italy (general), Italy",Syria,"asylum,seekers,refugee,agency,coast,asylum,seekers,asylum,seekers,asylum,seekers,"
JO,SY,JO,042,"Make a visit
",31.95,35.9333,35,38,31.95,35.9333,http://reliefweb.int/report/jordan/families-divided-conflict-syria-hoping-return-home-soon,"Amman, (JO11), Jordan",Syria,"border,Syria,border,conflict,"
SY,SY,SY,043,"Host a visit
",35.9306,36.6339,35.9306,36.6339,35.9306,36.6339,https://www.gov.uk/government/speeches/foreign-secretary-oral-statement-to-parliament-on-syria,"Idlib, Idlib, Syria","Idlib, Idlib, Syria","Syria,Syria,humanitarian,suffering,terrible,humanitarian,Syria,humanitarian,aid,aid,Syria,humanitarian,humanitarian,billion,funding,billion,Syria,humanitarian,attacks,humanitarian,funding,humanitarian,border,help,conflict,regional,conflict,humanitarian,help,facilities,Syria,regional,conflict,conflict,help,aid,"
JO,SY,SY,043,"Host a visit
",31,36,35.9306,36.6339,35.9306,36.6339,https://www.gov.uk/government/speeches/foreign-secretary-oral-statement-to-parliament-on-syria,Jordan,"Idlib, Idlib, Syria","Syria,Syria,humanitarian,suffering,terrible,humanitarian,Syria,humanitarian,aid,aid,Syria,humanitarian,humanitarian,billion,funding,billion,Syria,humanitarian,attacks,humanitarian,funding,humanitarian,border,help,conflict,regional,conflict,humanitarian,help,facilities,Syria,regional,conflict,conflict,help,aid,"
JO,SY,SY,043,"Host a visit
",31,36,35.9306,36.6339,35.9306,36.6339,https://www.gov.uk/government/speeches/foreign-secretary-oral-statement-to-parliament-on-syria,Jordan,"Idlib, Idlib, Syria","Syria,Syria,humanitarian,suffering,terrible,humanitarian,Syria,humanitarian,aid,aid,Syria,humanitarian,humanitarian,billion,funding,billion,Syria,humanitarian,attacks,humanitarian,funding,humanitarian,border,help,conflict,regional,conflict,humanitarian,help,facilities,Syria,regional,conflict,conflict,help,aid,"
LE,SY,SY,043,"Host a visit
",33.8333,35.8333,35.9306,36.6339,35.9306,36.6339,https://www.gov.uk/government/speeches/foreign-secretary-oral-statement-to-parliament-on-syria,Lebanon,"Idlib, Idlib, Syria","Syria,Syria,humanitarian,suffering,terrible,humanitarian,Syria,humanitarian,aid,aid,Syria,humanitarian,humanitarian,billion,funding,billion,Syria,humanitarian,attacks,humanitarian,funding,humanitarian,border,help,conflict,regional,conflict,humanitarian,help,facilities,Syria,regional,conflict,conflict,help,aid,"
LE,SY,LE,073,"Provide humanitarian aid
",33.8333,36,35,38,33.8333,36,http://reliefweb.int/report/lebanon/running-out-time-survival-syrian-refugee-children-lebanon,"Bekaa Valley, Béa, Lebanon",Syria,"refugee,humanitarian,funding,refugee,Refugees,humanitarian,refugee,refugee,aid,refugee,suffering,arrive,refugee,funding,refugee,refugee,billion,funding,billion,"
LE,SY,SY,073,"Provide humanitarian aid
",33.8333,36,35,38,35,38,http://reliefweb.int/report/lebanon/running-out-time-survival-syrian-refugee-children-lebanon,"Bekaa Valley, Béa, Lebanon",Syria,"refugee,humanitarian,funding,refugee,Refugees,humanitarian,refugee,refugee,aid,refugee,suffering,arrive,refugee,funding,refugee,refugee,billion,funding,billion,"
SY,LE,SY,073,"Provide humanitarian aid
",35,38,33.8333,36,35,38,http://reliefweb.int/report/lebanon/running-out-time-survival-syrian-refugee-children-lebanon,Syria,"Bekaa Valley, Béa, Lebanon","refugee,humanitarian,funding,refugee,Refugees,humanitarian,refugee,refugee,aid,refugee,suffering,arrive,refugee,funding,refugee,refugee,billion,funding,billion,"
LE,SY,SY,075,"Grant asylum
",33.8333,35.8333,35,38,35,38,http://reliefweb.int/report/lebanon/bringing-learning-syrian-refugee-children-lebanon,Lebanon,Syria,"refugee,others,activities,refugee,activities,refugee,refugee,conflict,humanitarian,"
LE,SY,LE,182,"Physically assault, not specified below
",33.8333,36,35,38,33.8333,36,http://reliefweb.int/report/lebanon/running-out-time-survival-syrian-refugee-children-lebanon,"Bekaa Valley, Béa, Lebanon",Syria,"refugee,humanitarian,funding,refugee,Refugees,humanitarian,refugee,refugee,aid,refugee,suffering,arrive,refugee,funding,refugee,refugee,billion,funding,billion,"
SY,LE,LE,182,"Physically assault, not specified below
",35,38,33.8333,36,33.8333,36,http://reliefweb.int/report/lebanon/running-out-time-survival-syrian-refugee-children-lebanon,Syria,"Bekaa Valley, Béa, Lebanon","refugee,humanitarian,funding,refugee,Refugees,humanitarian,refugee,refugee,aid,refugee,suffering,arrive,refugee,funding,refugee,refugee,billion,funding,billion,"
LE,SY,LE,043,"Host a visit
",34.1794,36.4208,33.8,36.4333,34.1794,36.4208,http://www.unhcr.org/52d40b4d6.html,"Arsal, Mohafazat Baalbek-Hermel, Lebanon","Qalamoun, Rif Dimashq, Syria","town,town,town,refugee,town,Syria,"
SY,SY,SY,013,"Make optimistic comment
",35,38,35,38,35,38,http://www.kuna.net.kw/ArticleDetails.aspx?id=2355297&language=en,Syria,Syria,"humanitarian,help,suffering,"
SY,SY,SY,0333,"Express intent to provide humanitarian aid
",35,38,35,38,35,38,http://www.kuna.net.kw/ArticleDetails.aspx?id=2355297&language=en,Syria,Syria,"humanitarian,help,suffering,"
SY,SY,SY,172,"Impose administrative sanctions, not specified below
",33.5,36.3,33.5,36.3,33.5,36.3,http://www.wsws.org/en/articles/2014/01/13/syri-j13.html,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria","Syria,Syria,Syria,others,Syria,Syria,aid,aid,aid,attacks,aid,Syria,Syria,flee,refugee,Syria,humanitarian,refugee,border,"
SY,SY,SY,042,"Make a visit
",35,38,35,38,35,38,http://www.worldbulletin.net/?aType=haber&ArticleID=126831,Syria,Syria,"refugee,refugee,asylum,asylum,seekers,arrive,help,"
SY,SY,SY,043,"Host a visit
",33.8442,36.5469,33.8442,36.5469,33.8442,36.5469,http://www.dailystar.com.lb/News/Lebanon-News/2014/Jan-13/243957-arsal-mayor-says-helping-to-free-syria-nuns.ashx,"Maaloula, Rif Dimashq, Syria","Maaloula, Rif Dimashq, Syria","town,help,Syria,Syria,town,Syria,"
LE,LE,LE,043,"Host a visit
",34.1794,36.4208,34.1794,36.4208,34.1794,36.4208,http://www.dailystar.com.lb/News/Lebanon-News/2014/Jan-13/243957-arsal-mayor-says-helping-to-free-syria-nuns.ashx,"Arsal, Mohafazat Baalbek-Hermel, Lebanon","Arsal, Mohafazat Baalbek-Hermel, Lebanon","town,help,Syria,Syria,town,Syria,"
AF,AF,AF,060,"Engage in material cooperation, not specified below
",33,65,33,65,33,65,http://www.kjonline.com/news/Lawmakers_unveil_massive__1_1_trillion_spending_plan_.html,Afghanistan,Afghanistan,"billion,funding,agency,agency,funding,funding,help,billion,billion,aid,"
AF,SY,AF,060,"Engage in material cooperation, not specified below
",33,65,35,38,33,65,http://www.thehindubusinessline.com/news/international/us-congress-unveils-massive-spending-bill/article5576333.ece,Afghanistan,Syria,
EG,EG,EG,060,"Engage in material cooperation, not specified below
",27,30,27,30,27,30,http://www.thehindubusinessline.com/news/international/us-congress-unveils-massive-spending-bill/article5576333.ece,Egypt,Egypt,"billion,funding,agency,funding,billion,billion,aid,"
SY,SY,AF,060,"Engage in material cooperation, not specified below
",35,38,35,38,33,65,http://www.kjonline.com/news/Lawmakers_unveil_massive__1_1_trillion_spending_plan_.html,Syria,Syria,"billion,funding,agency,agency,funding,funding,help,billion,billion,aid,"
SY,SY,SY,075,"Grant asylum
",35,38,35,38,35,38,http://reliefweb.int/report/syrian-arab-republic/urgent-steps-must-be-taken-end-syrian-humanitarian-crisis,Syria,Syria,"suffering,Syria,humanitarian,aid,conflict,others,aid,humanitarian,help,billion,humanitarian,Syria,humanitarian,refugee,humanitarian,humanitarian,humanitarian,conflict,help,"
US,US,US,090,"Investigate, not specified below
",38.8951,-77.0364,38.8951,-77.0364,38.8951,-77.0364,http://middleeastvoices.voanews.com/2014/01/quicktake-syria-extremists-restricting-womens-rights-97572/,"Washington, District of Columbia, United States","Washington, District of Columbia, United States","Syria,affect,Syria,"
GM,SY,SY,040,"Consult, not specified below
",51,9,35,38,35,38,http://www.worldbulletin.net/?aType=haber&ArticleID=126831,Germany,Syria,"refugee,refugee,asylum,asylum,seekers,arrive,help,"
SY,SY,SY,040,"Consult, not specified below
",35,38,35,38,35,38,http://www.worldbulletin.net/?aType=haber&ArticleID=126831,Syria,Syria,"refugee,refugee,asylum,asylum,seekers,arrive,help,"
SY,SY,SY,0233,"Appeal for humanitarian aid
",33.8,36.4333,33.8,36.4333,33.8,36.4333,http://www.unhcr.org/52d40b4d6.html,"Qalamoun, Rif Dimashq, Syria","Qalamoun, Rif Dimashq, Syria","town,town,town,refugee,town,Syria,"
LE,SY,SY,0233,"Appeal for humanitarian aid
",33.8333,36,33.8,36.4333,33.8,36.4333,http://www.unhcr.org/52d40b4d6.html,"Bekaa Valley, Béa, Lebanon","Qalamoun, Rif Dimashq, Syria","town,town,town,refugee,town,Syria,"
SY,SY,SY,044,"Meet at a ÒhirdÓlocation
",33.5,36.3,33.5,36.3,33.5,36.3,http://www.spacewar.com/reports/Syria_war_boost_jihadist_threat_in_Lebanon_999.html,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria","Syria,Syria,refugee,agency,force,force,attacks,refugee,police,billion,"
SY,SY,SZ,044,"Meet at a ÒhirdÓlocation
",33.5,36.3,33.5,36.3,46.1956,6.14811,http://www.spacewar.com/reports/Syria_war_boost_jihadist_threat_in_Lebanon_999.html,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria","Syria,Syria,refugee,agency,force,force,attacks,refugee,police,billion,"
SY,SY,SZ,044,"Meet at a ÒhirdÓlocation
",35,38,35,38,46.1956,6.14811,http://www.spacewar.com/reports/Women_must_be_part_of_Syria_talks_activists_say_999.html,Syria,Syria,"Syria,Syria,refugee,agency,"
SY,SY,SY,044,"Meet at a ÒhirdÓlocation
",35,38,35,38,35,38,http://www.spacewar.com/reports/Women_must_be_part_of_Syria_talks_activists_say_999.html,Syria,Syria,"Syria,Syria,refugee,agency,"
SY,SY,SY,0874,"Retreat or surrender militarily
",33.8,36.4333,33.8,36.4333,33.8,36.4333,http://www.unhcr.org/52d40b4d6.html,"Qalamoun, Rif Dimashq, Syria","Qalamoun, Rif Dimashq, Syria","town,town,town,refugee,town,Syria,"
LE,SY,SY,0874,"Retreat or surrender militarily
",33.8333,36,33.8,36.4333,33.8,36.4333,http://www.unhcr.org/52d40b4d6.html,"Bekaa Valley, Béa, Lebanon","Qalamoun, Rif Dimashq, Syria","town,town,town,refugee,town,Syria,"
SY,SY,SY,042,"Make a visit
",33.8,36.4333,33.8,36.4333,33.8,36.4333,http://www.unhcr.org/52d40b4d6.html,"Qalamoun, Rif Dimashq, Syria","Qalamoun, Rif Dimashq, Syria","town,town,town,refugee,town,Syria,"
SY,SY,SY,042,"Make a visit
",34.7517,35.9896,34.7517,35.9896,34.7517,35.9896,http://reliefweb.int/report/lebanon/after-hours-classes-let-syrian-refugee-children-continue-studies,"Qusayr, Tartus, Syria","Qusayr, Tartus, Syria","town,town,town,refugee,town,Syria,"
SY,SY,SY,010,"Make statement, not specified below
",35,38,35,38,35,38,http://www.worldbulletin.net/?aType=haber&ArticleID=126831,Syria,Syria,"refugee,refugee,asylum,asylum,seekers,arrive,help,"
SY,SY,SY,0233,"Appeal for humanitarian aid
",36.187,36.7234,36.187,36.7234,36.187,36.7234,http://www.dawn.com/news/1080387/we-dont-know-who-is-fighting-in-syria-say-refugees,"Sarmada, Idlib, Syria","Sarmada, Idlib, Syria","border,Syria,Syria,refugee,border,refugee,border,force,force,refugee,"
SY,SY,SY,042,"Make a visit
",33.8,36.4333,33.8,36.4333,33.8,36.4333,http://www.dailystar.com.lb/News/Lebanon-News/2014/Jan-13/243957-arsal-mayor-says-helping-to-free-syria-nuns.ashx,"Qalamoun, Rif Dimashq, Syria","Qalamoun, Rif Dimashq, Syria","town,help,Syria,Syria,town,Syria,"
SY,SY,SY,043,"Host a visit
",35,38,35,38,35,38,http://www.worldbulletin.net/?aType=haber&ArticleID=126831,Syria,Syria,"refugee,refugee,asylum,asylum,seekers,arrive,help,"
SY,SZ,SY,070,"Provide aid, not specified below
",35,38,46.4337,6.91318,35,38,http://www.swissinfo.ch/eng/politics/Switzerland_ups_its_aid_pledge_to_Syria.html?cid=37726628&c=V-zpn7XXV6qmOobugpFJoGnYFO5_4ydqCtgZBM6DiLg&mkt=en-us,Syria,"Montreux, Vaud, Switzerland","humanitarian,aid,Syria,billion,Syria,humanitarian,aid,Syria,Syria,aid,refugee,Syria,humanitarian,aid,humanitarian,aid,humanitarian,humanitarian,"
SY,SY,SY,070,"Provide aid, not specified below
",35,38,35,38,35,38,http://www.swissinfo.ch/eng/politics/Switzerland_ups_its_aid_pledge_to_Syria.html?cid=37726628&c=V-zpn7XXV6qmOobugpFJoGnYFO5_4ydqCtgZBM6DiLg&mkt=en-us,Syria,Syria,"humanitarian,aid,Syria,billion,Syria,humanitarian,aid,Syria,Syria,aid,refugee,Syria,humanitarian,aid,humanitarian,aid,humanitarian,humanitarian,"
RS,RS,RS,080,"Yield, not specified below 
",60,100,60,100,60,100,http://reliefweb.int/report/syrian-arab-republic/urgent-steps-must-be-taken-end-syrian-humanitarian-crisis,Russia,Russia,"suffering,Syria,humanitarian,aid,conflict,others,aid,humanitarian,help,billion,humanitarian,Syria,humanitarian,refugee,humanitarian,humanitarian,humanitarian,conflict,help,"
SY,SY,SY,080,"Yield, not specified below 
",35,38,35,38,35,38,http://reliefweb.int/report/syrian-arab-republic/urgent-steps-must-be-taken-end-syrian-humanitarian-crisis,Syria,Syria,"suffering,Syria,humanitarian,aid,conflict,others,aid,humanitarian,help,billion,humanitarian,Syria,humanitarian,refugee,humanitarian,humanitarian,humanitarian,conflict,help,"
SY,SY,SY,090,"Investigate, not specified below
",35,38,35,38,35,38,http://www.theguardian.com/world/video/2014/jan/13/fortress-europe-syria-refugee-crisis-video,Syria,Syria,"refugee,border,"
SY,SY,SY,044,"Meet at a ÒhirdÓlocation
",33.5,36.3,33.5,36.3,33.5,36.3,http://www.spacewar.com/reports/Syria_war_boost_jihadist_threat_in_Lebanon_999.html,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria","Syria,Syria,refugee,agency,force,force,attacks,refugee,police,billion,"
SY,SY,SZ,044,"Meet at a ÒhirdÓlocation
",33.5,36.3,33.5,36.3,46.1956,6.14811,http://www.spacewar.com/reports/Syria_war_boost_jihadist_threat_in_Lebanon_999.html,"Damascus, Dimashq, Syria","Damascus, Dimashq, Syria","Syria,Syria,refugee,agency,force,force,attacks,refugee,police,billion,"
SY,SY,SZ,044,"Meet at a ÒhirdÓlocation
",35,38,35,38,46.1956,6.14811,http://www.spacewar.com/reports/Women_must_be_part_of_Syria_talks_activists_say_999.html,Syria,Syria,"Syria,Syria,refugee,agency,"
SY,SY,SY,044,"Meet at a ÒhirdÓlocation
",35,38,35,38,35,38,http://www.spacewar.com/reports/Women_must_be_part_of_Syria_talks_activists_say_999.html,Syria,Syria,"Syria,Syria,refugee,agency,"
SY,SY,SY,040,"Consult, not specified below
",35,38,35,38,35,38,http://www.worldbulletin.net/?aType=haber&ArticleID=126831,Syria,Syria,"refugee,refugee,asylum,asylum,seekers,arrive,help,"
SY,SY,SY,075,"Grant asylum
",35,38,35,38,35,38,http://www.kuna.net.kw/ArticleDetails.aspx?id=2355297&language=en,Syria,Syria,"humanitarian,help,suffering,"
LE,LE,LE,090,"Investigate, not specified below
",33.8333,36,33.8333,36,33.8333,36,http://reliefweb.int/report/lebanon/running-out-time-survival-syrian-refugee-children-lebanon,"Bekaa Valley, Béa, Lebanon","Bekaa Valley, Béa, Lebanon","refugee,humanitarian,funding,refugee,Refugees,humanitarian,refugee,refugee,aid,refugee,suffering,arrive,refugee,funding,refugee,refugee,billion,funding,billion,"
LE,LE,US,090,"Investigate, not specified below
",33.8333,36,33.8333,36,39.0724,-76.7902,http://reliefweb.int/report/lebanon/running-out-time-survival-syrian-refugee-children-lebanon,"Bekaa Valley, Béa, Lebanon","Bekaa Valley, Béa, Lebanon","refugee,humanitarian,funding,refugee,Refugees,humanitarian,refugee,refugee,aid,refugee,suffering,arrive,refugee,funding,refugee,refugee,billion,funding,billion,"
